cell5m,gdd
2359742,1494
2359743,1494
2359744,1486
2359745,1486
2359746,1486
2359747,1486
2359748,1486
2359749,1486
2359750,1486
2359751,1451
2359752,1451
2359753,1451
2359754,1451
2359755,1451
2359756,1451
2359757,1451
2359758,1451
2359759,1408
2359764,1408
2359765,1408
2359766,1377
2359767,1377
2359768,1377
2359769,1377
2359770,1377
2359771,1377
2359772,1377
2359773,1377
2359774,1353
2359775,1353
2359776,1353
2359777,1353
2359778,1353
2359779,1353
2359780,1353
2359781,1309
2359782,1204
2359783,1309
2359784,1309
2359785,1309
2359786,1309
2359787,1309
2359788,1309
2359789,1280
2359790,1280
2359791,1177
2359792,1280
2359793,1280
2359794,1280
2359795,1280
2359796,1233
2359797,1233
2359798,1233
2359799,1233
2359800,1233
2359801,1233
2359802,1233
2359803,1233
2359804,1211
2359805,1211
2359806,1211
2359807,1211
2359808,1211
2359809,1211
2359810,1211
2359811,1281
2359812,1281
2359813,1281
2359814,1281
2359815,1281
2359816,1281
2359817,1281
2359818,1281
2359819,1289
2359820,1289
2359821,1289
2359822,1289
2359823,1289
2359824,1289
2359825,1289
2359826,1241
2359827,1241
2359828,1241
2359829,1241
2359845,1074
2359846,1074
2359847,1074
2359848,1074
2359849,1186
2359850,1186
2359851,1186
2359852,1186
2359853,1186
2359854,1186
2359855,1186
2359856,1154
2359857,1154
2359858,1154
2359859,1154
2359860,1154
2359866,1173
2359870,1173
2359971,1343
2359972,1343
2359976,1168
2359977,1168
2363899,1397
2363900,1397
2363958,1290
2363959,1478
2363960,1381
2363961,1381
2363962,1381
2363963,1381
2363972,1518
2363973,1518
2363974,1548
2363975,1548
2363976,1548
2363977,1548
2363978,1548
2363979,1548
2363980,1548
2363981,1562
2363982,1562
2363983,1562
2363984,1562
2363985,1562
2363986,1562
2363987,1562
2363988,1562
2363989,1593
2363990,1593
2363991,1593
2363992,1593
2363993,1593
2363994,1593
2363995,1593
2363996,1456
2363997,1456
2363998,1456
2363999,1456
2364000,1561
2364001,1561
2364002,1561
2364003,1561
2364004,1499
2364005,1499
2364006,1499
2364007,1499
2364008,1499
2364009,1499
2364010,1499
2364011,1515
2364012,1515
2364013,1515
2364014,1515
2364015,1515
2364016,1515
2364017,1515
2364018,1515
2364019,1519
2364020,1519
2364021,1519
2364022,1519
2364023,1519
2364024,1519
2364025,1519
2364026,1430
2364027,1430
2364028,1430
2364029,1430
2364030,1430
2364031,1430
2364032,1430
2364033,1430
2364034,1394
2364035,1394
2364036,1394
2364037,1394
2364038,1394
2364039,1394
2364040,1394
2364041,1404
2364042,1404
2364043,1435
2364044,1435
2364045,1435
2364046,1435
2364047,1435
2364048,1435
2364049,1490
2364050,1490
2364051,1490
2364052,1490
2364053,1490
2364054,1490
2364055,1490
2364056,1494
2364057,1494
2364058,1494
2364059,1494
2364060,1494
2364061,1494
2364062,1494
2364063,1494
2364064,1385
2364065,1486
2364066,1486
2364067,1486
2364068,1486
2364069,1486
2364070,1486
2364071,1451
2364072,1451
2364073,1451
2364074,1451
2364075,1451
2364076,1451
2364077,1451
2364078,1451
2364079,1408
2364080,1408
2364081,1408
2364082,1408
2364083,1408
2364084,1408
2364085,1408
2364086,1377
2364087,1377
2364088,1377
2364089,1377
2364090,1377
2364091,1377
2364092,1377
2364093,1377
2364094,1353
2364095,1353
2364096,1353
2364097,1353
2364098,1353
2364099,1353
2364100,1353
2364101,1309
2364102,1309
2364103,1309
2364104,1309
2364105,1309
2364106,1309
2364107,1309
2364108,1309
2364109,1280
2364110,1280
2364115,1280
2364116,1233
2364117,1233
2364118,1233
2364119,1233
2364120,1233
2364121,1233
2364122,1233
2364123,1233
2364124,1211
2364125,1211
2364126,1211
2364127,1211
2364128,1211
2364129,1211
2364130,1211
2364131,1281
2364132,1281
2364133,1281
2364134,1281
2364135,1281
2364136,1281
2364137,1281
2364138,1281
2364139,1289
2364140,1289
2364141,1289
2364142,1289
2364143,1289
2364144,1289
2364145,1289
2364146,1241
2364147,1241
2364148,1241
2364149,1241
2364165,1074
2364166,1074
2364167,1074
2364168,1074
2364169,1186
2364170,1186
2364171,1186
2364172,1186
2364173,1186
2364174,1186
2364175,1186
2364176,1154
2364177,1154
2364178,1154
2364179,1154
2364180,1154
2364181,1154
2364183,1154
2364189,1173
2364190,1173
2364191,1188
2364192,1188
2364193,1188
2364194,1188
2368124,1159
2368278,1290
2368279,1478
2368280,1478
2368281,1381
2368282,1381
2368283,1381
2368292,1518
2368293,1518
2368294,1548
2368295,1548
2368296,1548
2368297,1548
2368298,1548
2368299,1548
2368300,1548
2368301,1562
2368302,1562
2368303,1562
2368304,1562
2368305,1562
2368306,1562
2368307,1562
2368308,1562
2368309,1593
2368310,1593
2368311,1593
2368312,1593
2368313,1593
2368314,1593
2368315,1593
2368316,1561
2368317,1561
2368318,1561
2368319,1456
2368320,1561
2368321,1561
2368322,1561
2368323,1561
2368324,1499
2368325,1499
2368326,1499
2368327,1499
2368328,1499
2368329,1499
2368330,1499
2368331,1515
2368332,1515
2368333,1515
2368334,1515
2368335,1515
2368336,1515
2368337,1515
2368338,1515
2368339,1519
2368340,1519
2368341,1519
2368342,1519
2368343,1519
2368344,1519
2368345,1519
2368346,1430
2368347,1430
2368348,1430
2368349,1430
2368350,1430
2368351,1430
2368352,1430
2368353,1430
2368354,1394
2368355,1394
2368356,1394
2368357,1394
2368358,1394
2368359,1394
2368360,1394
2368361,1404
2368362,1404
2368363,1435
2368364,1435
2368365,1435
2368366,1435
2368367,1435
2368368,1435
2368369,1490
2368370,1490
2368371,1490
2368372,1490
2368373,1490
2368374,1490
2368375,1490
2368376,1494
2368377,1494
2368378,1494
2368379,1494
2368380,1494
2368381,1494
2368382,1494
2368383,1494
2368384,1486
2368385,1486
2368386,1385
2368387,1486
2368388,1486
2368389,1486
2368390,1486
2368391,1451
2368392,1451
2368393,1451
2368394,1451
2368395,1451
2368396,1451
2368397,1451
2368398,1451
2368399,1408
2368400,1408
2368401,1408
2368402,1408
2368403,1408
2368404,1408
2368405,1408
2368406,1377
2368407,1377
2368408,1377
2368409,1377
2368410,1377
2368411,1377
2368412,1377
2368413,1377
2368414,1353
2368415,1353
2368416,1353
2368417,1353
2368418,1353
2368419,1353
2368420,1353
2368421,1309
2368422,1309
2368423,1309
2368424,1309
2368425,1309
2368426,1309
2368427,1309
2368428,1309
2368429,1280
2368430,1280
2368431,1280
2368433,1280
2368435,1280
2368438,1233
2368439,1233
2368440,1233
2368441,1233
2368442,1233
2368443,1233
2368444,1211
2368445,1211
2368446,1211
2368447,1211
2368448,1211
2368449,1211
2368450,1211
2368451,1281
2368452,1281
2368453,1281
2368454,1281
2368455,1281
2368456,1281
2368457,1281
2368458,1281
2368459,1289
2368460,1289
2368461,1289
2368462,1289
2368463,1289
2368464,1289
2368465,1289
2368466,1241
2368467,1241
2368468,1241
2368469,1241
2368484,1074
2368485,1074
2368486,1074
2368487,1074
2368488,1074
2368490,1186
2368491,1186
2368492,1186
2368493,1186
2368494,1186
2368495,1186
2368496,1154
2368497,1154
2368498,1154
2368499,1154
2368500,1154
2368501,1154
2368506,1173
2368507,1173
2368508,1173
2368509,1173
2368510,1173
2368511,1188
2368512,1188
2368513,1188
2368514,1188
2368515,1188
2368516,1188
2368517,1188
2368608,1349
2368609,1343
2368610,1343
2368612,1343
2368613,1343
2372436,1764
2372444,1401
2372599,1461
2372600,1461
2372601,1367
2372602,1367
2372603,1367
2372612,1557
2372613,1557
2372614,1579
2372615,1579
2372616,1579
2372617,1579
2372618,1579
2372619,1579
2372620,1579
2372621,1609
2372622,1609
2372623,1609
2372624,1609
2372625,1609
2372626,1609
2372627,1609
2372628,1609
2372629,1600
2372630,1600
2372631,1600
2372632,1600
2372633,1600
2372634,1600
2372635,1600
2372636,1597
2372637,1597
2372638,1597
2372639,1597
2372640,1597
2372641,1597
2372642,1597
2372643,1597
2372644,1591
2372645,1591
2372646,1591
2372647,1591
2372648,1591
2372649,1591
2372650,1591
2372651,1543
2372652,1543
2372653,1543
2372654,1543
2372655,1543
2372656,1543
2372657,1543
2372658,1543
2372659,1574
2372660,1574
2372661,1574
2372662,1574
2372663,1574
2372664,1574
2372665,1574
2372666,1496
2372667,1496
2372668,1496
2372669,1496
2372670,1496
2372671,1496
2372672,1496
2372673,1496
2372674,1443
2372675,1443
2372676,1443
2372677,1443
2372678,1443
2372679,1443
2372680,1443
2372681,1412
2372682,1412
2372684,1443
2372686,1443
2372687,1443
2372688,1443
2372689,1450
2372690,1450
2372691,1450
2372692,1450
2372693,1450
2372694,1450
2372695,1450
2372696,1491
2372697,1491
2372698,1491
2372699,1491
2372700,1491
2372701,1491
2372702,1491
2372703,1491
2372704,1509
2372705,1509
2372706,1509
2372707,1407
2372708,1509
2372709,1509
2372710,1509
2372711,1464
2372712,1464
2372713,1464
2372714,1464
2372715,1464
2372716,1464
2372717,1464
2372718,1464
2372719,1378
2372720,1378
2372721,1378
2372722,1378
2372723,1378
2372724,1378
2372725,1378
2372726,1360
2372727,1360
2372728,1360
2372729,1360
2372730,1360
2372731,1360
2372732,1360
2372733,1360
2372734,1366
2372735,1366
2372736,1366
2372737,1366
2372738,1366
2372739,1366
2372740,1366
2372741,1275
2372742,1275
2372743,1275
2372744,1275
2372745,1275
2372746,1385
2372747,1385
2372748,1385
2372749,1357
2372750,1357
2372751,1357
2372753,1357
2372754,1357
2372755,1357
2372756,1351
2372758,1351
2372759,1351
2372760,1351
2372761,1351
2372762,1351
2372763,1351
2372764,1346
2372765,1346
2372766,1346
2372767,1346
2372768,1346
2372769,1346
2372770,1346
2372771,1349
2372772,1349
2372774,1349
2372775,1349
2372776,1349
2372777,1349
2372778,1349
2372779,1331
2372780,1331
2372781,1331
2372782,1331
2372783,1331
2372784,1331
2372785,1331
2372786,1224
2372787,1224
2372788,1224
2372789,1224
2372804,1239
2372805,1239
2372810,1229
2372812,1229
2372813,1229
2372814,1229
2372815,1229
2372816,1213
2372817,1213
2372818,1213
2372819,1213
2372820,1213
2372821,1213
2372826,1259
2372827,1259
2372828,1259
2372829,1259
2372830,1259
2372831,1249
2372832,1249
2372833,1249
2372834,1249
2372835,1249
2372836,1249
2372926,1256
2372927,1256
2372928,1256
2372929,1193
2372930,1193
2372931,1193
2372932,1193
2376756,1736
2376757,1764
2376758,1764
2376759,1764
2376760,1764
2376761,1401
2376763,1401
2376764,1401
2376865,1403
2376919,1461
2376920,1461
2376921,1461
2376922,1461
2376923,1461
2376924,1461
2376925,1461
2376926,1557
2376927,1557
2376928,1557
2376929,1557
2376930,1557
2376931,1557
2376932,1557
2376933,1557
2376934,1579
2376935,1579
2376936,1579
2376937,1579
2376938,1579
2376939,1579
2376940,1579
2376941,1609
2376942,1609
2376943,1609
2376944,1609
2376945,1609
2376946,1609
2376951,1493
2376952,1493
2376953,1493
2376954,1493
2376956,1489
2376957,1489
2376958,1489
2376959,1597
2376960,1597
2376961,1597
2376962,1597
2376963,1597
2376964,1591
2376965,1591
2376966,1591
2376967,1591
2376968,1591
2376969,1591
2376970,1591
2376971,1543
2376972,1543
2376973,1543
2376974,1543
2376975,1543
2376976,1543
2376977,1543
2376978,1543
2376979,1574
2376980,1574
2376981,1574
2376982,1574
2376983,1574
2376984,1574
2376985,1574
2376986,1496
2376987,1496
2376988,1496
2376989,1496
2376990,1496
2376991,1496
2376992,1496
2376993,1496
2376994,1443
2376995,1443
2376996,1443
2376997,1443
2376998,1443
2376999,1443
2377000,1443
2377001,1412
2377002,1412
2377003,1443
2377004,1443
2377005,1443
2377006,1346
2377007,1443
2377008,1443
2377009,1450
2377010,1450
2377011,1450
2377012,1450
2377013,1450
2377014,1450
2377015,1450
2377016,1491
2377017,1491
2377018,1491
2377019,1491
2377020,1491
2377021,1491
2377022,1491
2377023,1491
2377024,1509
2377025,1509
2377026,1509
2377027,1407
2377028,1509
2377029,1509
2377030,1509
2377031,1464
2377032,1464
2377033,1464
2377034,1464
2377035,1464
2377036,1464
2377037,1464
2377038,1464
2377039,1378
2377040,1378
2377041,1378
2377042,1378
2377043,1378
2377044,1378
2377045,1378
2377046,1360
2377047,1360
2377048,1360
2377049,1360
2377050,1360
2377051,1360
2377052,1360
2377053,1360
2377054,1366
2377055,1366
2377056,1366
2377057,1366
2377058,1366
2377059,1366
2377060,1366
2377061,1385
2377062,1385
2377063,1385
2377064,1275
2377065,1275
2377066,1385
2377067,1385
2377068,1385
2377069,1357
2377070,1357
2377071,1357
2377072,1357
2377073,1357
2377074,1357
2377075,1357
2377076,1351
2377077,1244
2377078,1351
2377079,1351
2377080,1351
2377081,1351
2377082,1351
2377083,1351
2377084,1346
2377085,1346
2377086,1346
2377087,1346
2377088,1346
2377089,1346
2377090,1346
2377091,1349
2377092,1349
2377093,1349
2377094,1349
2377095,1349
2377096,1349
2377097,1349
2377098,1349
2377100,1331
2377101,1331
2377102,1331
2377103,1331
2377104,1331
2377105,1331
2377106,1224
2377107,1224
2377108,1224
2377123,1239
2377124,1239
2377125,1239
2377126,1239
2377127,1239
2377128,1239
2377131,1229
2377132,1229
2377133,1229
2377134,1229
2377135,1229
2377136,1213
2377137,1213
2377138,1213
2377139,1213
2377140,1213
2377141,1213
2377142,1213
2377143,1213
2377144,1259
2377145,1259
2377146,1259
2377147,1259
2377148,1259
2377150,1259
2377151,1249
2377152,1249
2377153,1249
2377154,1249
2377155,1249
2377156,1249
2377244,1256
2377245,1256
2377246,1256
2377247,1256
2377248,1256
2377249,1193
2377250,1193
2377251,1193
2377252,1193
2381075,1736
2381077,1764
2381078,1764
2381079,1764
2381080,1764
2381081,1401
2381082,1401
2381083,1401
2381084,1401
2381184,1403
2381185,1403
2381231,1106
2381241,1461
2381242,1461
2381243,1461
2381244,1461
2381245,1461
2381246,1557
2381247,1557
2381248,1557
2381249,1557
2381250,1557
2381251,1557
2381252,1557
2381253,1557
2381254,1579
2381255,1579
2381256,1579
2381257,1579
2381258,1579
2381259,1579
2381260,1579
2381261,1609
2381262,1609
2381263,1609
2381264,1609
2381265,1609
2381266,1609
2381267,1502
2381268,1502
2381269,1493
2381270,1493
2381271,1493
2381272,1493
2381273,1493
2381274,1493
2381275,1493
2381276,1489
2381277,1489
2381278,1489
2381279,1597
2381280,1597
2381281,1597
2381282,1597
2381283,1597
2381284,1591
2381285,1591
2381286,1591
2381287,1591
2381288,1591
2381289,1591
2381290,1591
2381291,1543
2381292,1543
2381293,1543
2381294,1543
2381295,1543
2381296,1543
2381297,1543
2381298,1543
2381299,1574
2381300,1574
2381301,1574
2381302,1574
2381303,1574
2381304,1574
2381305,1574
2381306,1496
2381307,1496
2381308,1496
2381309,1496
2381310,1496
2381311,1496
2381312,1496
2381313,1496
2381314,1443
2381315,1443
2381316,1443
2381317,1443
2381318,1443
2381319,1443
2381320,1443
2381321,1412
2381322,1412
2381323,1443
2381324,1443
2381325,1443
2381326,1443
2381327,1443
2381328,1443
2381329,1450
2381330,1450
2381331,1450
2381332,1450
2381333,1450
2381334,1450
2381335,1450
2381336,1491
2381337,1491
2381338,1491
2381339,1491
2381340,1491
2381341,1491
2381342,1491
2381343,1491
2381344,1509
2381345,1509
2381346,1509
2381347,1509
2381348,1509
2381349,1509
2381350,1509
2381351,1464
2381352,1464
2381353,1464
2381354,1464
2381355,1464
2381356,1464
2381357,1464
2381358,1464
2381359,1378
2381360,1378
2381361,1378
2381362,1378
2381363,1378
2381364,1378
2381365,1378
2381366,1360
2381367,1360
2381368,1360
2381369,1360
2381370,1360
2381371,1360
2381372,1360
2381373,1360
2381374,1366
2381375,1366
2381376,1366
2381377,1366
2381378,1366
2381379,1366
2381380,1366
2381381,1275
2381382,1385
2381383,1385
2381384,1385
2381385,1385
2381386,1385
2381387,1385
2381388,1385
2381389,1357
2381390,1357
2381391,1357
2381392,1357
2381394,1357
2381395,1357
2381396,1351
2381397,1351
2381398,1351
2381399,1351
2381400,1351
2381401,1351
2381402,1351
2381403,1351
2381404,1346
2381405,1346
2381406,1346
2381407,1346
2381408,1346
2381409,1346
2381410,1346
2381411,1349
2381412,1349
2381414,1349
2381415,1349
2381416,1349
2381417,1349
2381420,1331
2381421,1331
2381422,1331
2381423,1331
2381424,1331
2381425,1331
2381426,1224
2381427,1224
2381442,1239
2381443,1239
2381444,1239
2381445,1239
2381446,1239
2381451,1229
2381452,1229
2381453,1229
2381454,1229
2381455,1229
2381456,1213
2381457,1213
2381458,1213
2381459,1213
2381460,1213
2381461,1213
2381462,1213
2381463,1213
2381464,1259
2381465,1259
2381466,1259
2381467,1259
2381468,1259
2381470,1259
2381471,1249
2381472,1249
2381473,1249
2381474,1249
2381475,1249
2381484,1189
2381485,1189
2381564,1256
2381566,1256
2381567,1256
2381568,1256
2381569,1193
2381570,1193
2381571,1193
2381572,1193
2381573,1193
2385391,1557
2385392,1557
2385395,1736
2385396,1764
2385397,1764
2385398,1764
2385399,1764
2385400,1764
2385401,1401
2385402,1401
2385403,1401
2385404,1401
2385503,1403
2385504,1403
2385551,1106
2385560,1461
2385561,1461
2385562,1461
2385563,1461
2385564,1461
2385565,1461
2385566,1557
2385567,1557
2385568,1557
2385569,1557
2385570,1557
2385571,1557
2385572,1557
2385573,1557
2385574,1579
2385575,1579
2385576,1579
2385577,1579
2385578,1579
2385579,1579
2385580,1579
2385581,1609
2385582,1609
2385583,1609
2385584,1609
2385585,1609
2385586,1609
2385587,1502
2385588,1502
2385589,1493
2385590,1600
2385591,1600
2385592,1600
2385593,1600
2385594,1600
2385595,1600
2385596,1597
2385597,1597
2385598,1597
2385599,1597
2385600,1597
2385601,1597
2385602,1597
2385603,1597
2385604,1591
2385605,1591
2385606,1591
2385607,1591
2385608,1591
2385609,1591
2385610,1591
2385611,1543
2385612,1543
2385613,1543
2385614,1543
2385615,1543
2385616,1543
2385617,1543
2385618,1543
2385619,1574
2385620,1574
2385621,1574
2385622,1574
2385623,1574
2385624,1574
2385625,1574
2385626,1496
2385627,1496
2385628,1496
2385629,1496
2385630,1496
2385631,1496
2385632,1496
2385633,1496
2385634,1443
2385635,1443
2385636,1443
2385637,1443
2385638,1443
2385639,1443
2385640,1443
2385641,1412
2385642,1412
2385643,1443
2385644,1443
2385645,1443
2385646,1443
2385647,1443
2385648,1443
2385649,1450
2385650,1450
2385651,1450
2385652,1450
2385653,1450
2385654,1450
2385655,1450
2385656,1491
2385657,1491
2385658,1491
2385659,1491
2385660,1491
2385661,1491
2385662,1491
2385663,1491
2385664,1509
2385665,1509
2385666,1509
2385667,1509
2385668,1509
2385669,1509
2385670,1509
2385671,1464
2385672,1464
2385673,1464
2385674,1464
2385675,1464
2385676,1464
2385677,1464
2385678,1464
2385679,1378
2385680,1378
2385681,1378
2385682,1378
2385683,1378
2385684,1378
2385685,1378
2385686,1360
2385687,1360
2385688,1360
2385689,1360
2385690,1360
2385691,1360
2385692,1360
2385693,1360
2385694,1366
2385695,1366
2385696,1366
2385697,1366
2385698,1366
2385699,1366
2385700,1366
2385701,1385
2385702,1385
2385703,1385
2385704,1385
2385705,1385
2385706,1385
2385707,1385
2385708,1385
2385709,1357
2385710,1357
2385711,1357
2385712,1357
2385714,1357
2385715,1357
2385716,1351
2385717,1351
2385718,1351
2385719,1351
2385720,1351
2385721,1351
2385722,1351
2385723,1351
2385724,1346
2385725,1346
2385726,1346
2385727,1346
2385728,1346
2385729,1346
2385730,1346
2385731,1349
2385732,1349
2385734,1349
2385735,1349
2385736,1349
2385737,1349
2385740,1331
2385741,1331
2385742,1331
2385743,1331
2385744,1331
2385745,1331
2385746,1224
2385747,1224
2385763,1239
2385764,1239
2385765,1239
2385766,1239
2385767,1239
2385772,1229
2385773,1229
2385774,1229
2385775,1229
2385776,1213
2385777,1213
2385778,1213
2385779,1213
2385780,1213
2385781,1213
2385782,1213
2385783,1213
2385784,1259
2385785,1259
2385786,1259
2385787,1259
2385789,1259
2385790,1259
2385791,1249
2385792,1249
2385801,1189
2385802,1189
2385803,1189
2385804,1189
2385805,1189
2385806,1160
2385887,1256
2385888,1256
2385889,1193
2385890,1193
2385891,1193
2385892,1193
2385893,1193
2385894,1193
2389715,1736
2389716,1764
2389717,1764
2389718,1764
2389719,1764
2389720,1764
2389721,1401
2389722,1401
2389723,1401
2389724,1401
2389880,1461
2389881,1461
2389882,1461
2389883,1461
2389884,1461
2389885,1461
2389886,1557
2389887,1557
2389888,1557
2389889,1557
2389890,1557
2389891,1557
2389892,1557
2389893,1557
2389894,1579
2389895,1579
2389896,1579
2389897,1579
2389898,1579
2389899,1579
2389900,1579
2389901,1609
2389902,1609
2389903,1609
2389904,1609
2389905,1609
2389906,1609
2389907,1502
2389908,1502
2389909,1600
2389910,1600
2389911,1600
2389912,1600
2389913,1600
2389914,1600
2389915,1600
2389916,1597
2389917,1597
2389918,1597
2389919,1597
2389920,1597
2389921,1597
2389922,1597
2389923,1597
2389924,1591
2389925,1591
2389926,1591
2389927,1591
2389928,1591
2389929,1591
2389930,1591
2389931,1543
2389932,1543
2389933,1543
2389934,1543
2389935,1543
2389936,1543
2389937,1543
2389938,1543
2389939,1574
2389940,1574
2389941,1574
2389942,1574
2389943,1574
2389944,1574
2389945,1574
2389946,1496
2389947,1496
2389948,1496
2389949,1496
2389950,1496
2389951,1496
2389952,1496
2389953,1496
2389954,1443
2389955,1443
2389956,1443
2389957,1443
2389958,1443
2389959,1443
2389960,1443
2389961,1412
2389962,1412
2389963,1346
2389964,1443
2389965,1443
2389966,1346
2389967,1443
2389968,1443
2389969,1450
2389970,1450
2389971,1450
2389972,1450
2389973,1450
2389974,1450
2389975,1450
2389976,1491
2389977,1491
2389978,1491
2389979,1491
2389980,1491
2389981,1491
2389982,1491
2389983,1491
2389984,1509
2389985,1509
2389986,1509
2389987,1509
2389988,1509
2389989,1509
2389990,1509
2389991,1464
2389992,1464
2389993,1464
2389994,1464
2389995,1464
2389996,1464
2389997,1464
2389998,1464
2389999,1378
2390000,1378
2390001,1378
2390002,1378
2390003,1378
2390004,1378
2390005,1378
2390006,1360
2390007,1360
2390008,1360
2390009,1360
2390010,1360
2390011,1360
2390012,1360
2390013,1360
2390014,1366
2390015,1366
2390016,1366
2390017,1366
2390018,1366
2390019,1366
2390020,1366
2390021,1385
2390022,1385
2390023,1385
2390024,1385
2390025,1385
2390026,1385
2390027,1385
2390028,1385
2390029,1357
2390030,1357
2390031,1357
2390032,1357
2390033,1357
2390034,1357
2390035,1357
2390036,1351
2390037,1351
2390038,1351
2390039,1351
2390040,1351
2390041,1351
2390042,1351
2390043,1351
2390044,1346
2390045,1346
2390046,1346
2390047,1346
2390048,1346
2390049,1346
2390050,1346
2390051,1349
2390052,1349
2390053,1349
2390054,1349
2390055,1349
2390056,1349
2390057,1349
2390058,1349
2390059,1331
2390060,1331
2390061,1331
2390062,1331
2390063,1331
2390064,1331
2390065,1331
2390066,1224
2390083,1239
2390084,1239
2390085,1239
2390086,1239
2390087,1239
2390088,1239
2390092,1229
2390093,1229
2390094,1229
2390095,1229
2390096,1213
2390097,1213
2390098,1213
2390099,1213
2390100,1213
2390101,1213
2390102,1213
2390103,1213
2390104,1259
2390105,1259
2390106,1259
2390107,1259
2390108,1259
2390109,1259
2390110,1259
2390111,1249
2390112,1249
2390120,1189
2390121,1189
2390122,1189
2390123,1189
2390124,1189
2390125,1189
2390126,1160
2390127,1160
2390206,1256
2390207,1256
2390208,1256
2390209,1193
2390210,1193
2390211,1193
2390212,1193
2390213,1193
2390214,1193
2390215,1193
2390239,924
2394034,1736
2394035,1736
2394036,1764
2394037,1764
2394038,1764
2394039,1764
2394040,1764
2394042,1401
2394043,1401
2394044,1401
2394192,1106
2394200,1461
2394201,1461
2394202,1461
2394203,1461
2394204,1461
2394205,1461
2394206,1557
2394207,1557
2394208,1557
2394209,1557
2394210,1557
2394212,1557
2394213,1557
2394214,1579
2394215,1579
2394216,1579
2394217,1579
2394218,1579
2394219,1579
2394220,1579
2394221,1609
2394222,1609
2394223,1609
2394224,1609
2394225,1502
2394226,1502
2394227,1502
2394228,1502
2394229,1493
2394230,1600
2394232,1493
2394233,1600
2394234,1600
2394235,1600
2394236,1597
2394237,1597
2394238,1597
2394239,1597
2394240,1597
2394241,1597
2394242,1597
2394243,1597
2394244,1591
2394245,1591
2394246,1591
2394247,1591
2394248,1591
2394249,1591
2394250,1591
2394251,1543
2394252,1543
2394253,1543
2394254,1543
2394255,1543
2394256,1543
2394257,1543
2394258,1543
2394259,1574
2394260,1574
2394261,1574
2394262,1574
2394263,1574
2394264,1574
2394265,1574
2394266,1496
2394267,1496
2394268,1496
2394269,1496
2394270,1496
2394271,1496
2394272,1496
2394273,1496
2394274,1443
2394275,1443
2394276,1443
2394277,1443
2394278,1443
2394279,1443
2394280,1443
2394281,1412
2394282,1412
2394283,1443
2394284,1443
2394285,1443
2394286,1443
2394287,1443
2394288,1443
2394289,1450
2394290,1450
2394291,1450
2394292,1450
2394293,1450
2394294,1450
2394295,1450
2394296,1491
2394297,1491
2394298,1491
2394299,1491
2394300,1491
2394301,1491
2394302,1491
2394303,1491
2394304,1509
2394305,1509
2394306,1509
2394307,1509
2394308,1509
2394309,1509
2394310,1509
2394311,1464
2394312,1464
2394313,1464
2394314,1464
2394315,1464
2394316,1464
2394317,1464
2394318,1464
2394319,1378
2394320,1378
2394321,1378
2394322,1378
2394323,1378
2394324,1378
2394325,1378
2394326,1360
2394327,1360
2394328,1360
2394329,1360
2394330,1360
2394331,1360
2394332,1360
2394333,1360
2394334,1366
2394335,1366
2394336,1366
2394337,1366
2394338,1366
2394339,1366
2394340,1366
2394341,1385
2394342,1385
2394343,1385
2394344,1385
2394345,1385
2394346,1385
2394347,1385
2394348,1385
2394349,1357
2394350,1357
2394351,1357
2394352,1357
2394353,1357
2394354,1357
2394355,1357
2394356,1351
2394357,1351
2394358,1351
2394359,1351
2394360,1351
2394361,1351
2394362,1351
2394363,1351
2394364,1346
2394365,1346
2394366,1346
2394367,1346
2394368,1346
2394369,1346
2394370,1346
2394371,1349
2394372,1349
2394373,1349
2394374,1349
2394375,1349
2394376,1349
2394377,1349
2394378,1349
2394379,1331
2394380,1331
2394381,1331
2394382,1331
2394383,1331
2394384,1331
2394385,1331
2394386,1224
2394403,1239
2394404,1239
2394405,1239
2394406,1239
2394407,1239
2394411,1229
2394412,1229
2394413,1229
2394414,1229
2394415,1229
2394416,1213
2394417,1213
2394418,1213
2394419,1213
2394420,1213
2394421,1213
2394422,1213
2394423,1213
2394424,1259
2394425,1259
2394426,1259
2394427,1259
2394428,1259
2394429,1259
2394430,1259
2394431,1249
2394432,1249
2394439,1189
2394440,1189
2394441,1189
2394442,1189
2394443,1189
2394444,1189
2394445,1189
2394446,1160
2394447,1160
2394448,1160
2394525,1256
2394526,1256
2394527,1256
2394528,1256
2394529,1193
2394531,1193
2394532,1193
2394533,1193
2394534,1193
2394535,1193
2394559,1153
2398355,1660
2398356,1685
2398357,1685
2398358,1685
2398359,1685
2398360,1685
2398361,1623
2398362,1623
2398363,1623
2398364,1623
2398365,1623
2398511,1380
2398512,1380
2398515,1380
2398516,1380
2398520,1523
2398521,1523
2398522,1523
2398523,1523
2398524,1523
2398525,1523
2398526,1581
2398533,1581
2398534,1582
2398535,1582
2398536,1582
2398537,1582
2398538,1582
2398539,1582
2398540,1582
2398541,1594
2398542,1594
2398543,1594
2398544,1594
2398548,1594
2398549,1608
2398550,1608
2398551,1608
2398552,1608
2398553,1608
2398554,1608
2398555,1608
2398556,1618
2398557,1618
2398558,1618
2398559,1618
2398560,1618
2398561,1618
2398562,1618
2398563,1618
2398564,1632
2398565,1632
2398566,1632
2398567,1632
2398568,1632
2398569,1632
2398570,1632
2398571,1610
2398572,1610
2398573,1610
2398574,1610
2398575,1610
2398576,1610
2398577,1610
2398578,1610
2398579,1601
2398580,1601
